-0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 -0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 -0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 -0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 -0.00000
0.05230 0.02011 0.00000 0.00000 0.00000
0.19949 0.00000 -0.10082 0.00000 0.00000
0.06276 0.00000 0.00000 0.01611 0.00000
0.10332 0.00000 0.00000 0.00000 0.00295
0.00000 0.14612 0.00830 0.00000 0.00000
0.00000 -0.03301 0.00000 0.29515 0.00000
0.00000 0.02011 0.00000 0.00000 0.01287
0.00000 0.00000 -0.14773 0.44330 0.00000
0.00000 0.00000 0.01674 0.00000 0.04100
0.00000 0.00000 0.00000 -0.01268 0.01201
-0.00816 -0.69044 -0.16671 0.00000 0.00000
-0.03163 -0.00159 0.00000 -0.05353 0.00000
-0.98827 -0.68461 0.00000 0.00000 -0.09100
0.12653 0.00000 -0.04494 -0.01383 0.00000
0.15867 0.00000 -0.01661 0.00000 0.07945
0.07296 0.00000 0.00000 -0.02930 0.01256
0.00000 0.13844 -0.00237 0.20890 0.00000
0.00000 0.11688 0.01805 0.00000 0.11046
0.00000 -0.01270 0.00000 0.24708 0.05837
0.00000 0.00000 -0.10121 0.41197 0.06713
0.08189 0.04352 -0.07248 0.31811 0.00000
0.07245 0.01396 -0.00171 0.00000 0.08030
-0.03265 0.04895 0.00000 -0.04287 0.04255
0.14949 0.00000 -0.06181 0.06240 0.01984
0.00000 0.03115 -0.06800 0.24899 0.03209
0.13827 0.08804 -0.02833 -0.07699 0.05248
