-0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 -0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 -0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 -0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 -0.0000
0.0510 0.0204 0.0000 0.0000 0.0000
0.1990 0.0000 -0.1004 0.0000 0.0000
0.0638 0.0000 0.0000 0.0157 0.0000
0.1020 0.0000 0.0000 0.0000 0.0032
0.0000 0.1461 0.0090 0.0000 0.0000
0.0000 -0.0332 0.0000 0.2948 0.0000
0.0000 0.0204 0.0000 0.0000 0.0133
0.0000 0.0000 -0.1479 0.4432 0.0000
0.0000 0.0000 0.0169 0.0000 0.0412
0.0000 0.0000 0.0000 -0.0122 0.0117
0.1250 0.0832 -0.0464 0.0000 0.0000
0.0587 -0.0067 0.0000 0.1553 0.0000
0.0765 0.0204 0.0000 0.0000 0.0078
0.1301 0.0000 -0.1241 0.2301 0.0000
0.1505 0.0000 -0.0424 0.0000 0.0218
0.0842 0.0000 0.0000 0.0018 0.0078
0.0000 0.0568 -0.0701 0.3696 0.0000
0.0000 0.0832 0.0129 0.0000 0.0272
0.0000 -0.0067 0.0000 0.1413 0.0125
0.0000 0.0000 -0.0662 0.2149 0.0264
0.1046 0.0442 -0.0807 0.2516 0.0000
0.1173 0.0620 -0.0253 0.0000 0.0187
0.0740 0.0025 0.0000 0.0994 0.0094
0.1224 0.0000 -0.0767 0.1489 0.0187
0.0000 0.0442 -0.0411 0.2415 0.0218
0.1046 0.0382 -0.0556 0.1857 0.0171
