-0.00670 -0.01120 0.00000 -0.07150 -0.00650 0.00000 0.00000 0.00000 -0.00650 0.03210 -0.02970 -0.00430 0.00730 0.00000 -0.00510 -0.00260 -0.00070 -0.00200 0.00000 -0.10230 0.00000 -0.00910 0.00000 0.00000 -0.01480 -0.02250 0.00000
0.00000 0.00170 0.00000 0.00000 -0.00140 -0.00080 0.00260 0.00280 0.00240 0.03790 0.00020 -0.00480 0.00900 0.00000 0.00000 0.00000 0.00000 0.00000 -0.07680 0.00000 0.00000 0.00000 0.00000 0.00000 0.01920 0.00000 0.00000
0.00000 0.00000 0.00000 -0.07930 -0.00550 -0.00860 0.00040 -0.00010 0.00000 0.00000 -0.01340 -0.00370 0.00590 0.00000 -0.00400 0.00000 0.00000 -0.00370 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.03310
-0.01060 0.00000 -0.01110 -0.07860 -0.00640 0.00000 0.00000 -0.00930 0.00000 0.02850 -0.03870 -0.00600 0.00820 -0.05630 0.00000 0.00000 0.00120 -0.00330 -0.09510 0.00000 0.01380 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
-0.00940 0.00000 -0.01020 -0.08250 0.00000 -0.02230 -0.00120 -0.00900 -0.00620 0.00000 -0.05120 0.00000 0.00000 0.00000 -0.00530 0.00000 0.00510 -0.00140 0.00000 0.00000 -0.02490 0.00000 -0.03770 -0.01910 -0.00820 -0.01970 -0.02160
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.00240 -0.00350 -0.01160 0.00000 -0.06600 0.00000 0.00000 -0.07350 -0.00950 0.00000 0.00480 -0.00400 -0.05450 0.00000 0.00000 0.00000 -0.03060 -0.00910 0.01040 0.00000 0.00010
0.00000 -0.00740 -0.01380 -0.06370 0.00050 -0.00690 0.00140 0.00010 0.00000 0.03970 0.00000 -0.00370 0.00880 -0.02280 -0.00110 0.00200 0.00000 0.00000 0.00000 -0.08660 -0.02080 0.00000 -0.01840 -0.00960 0.00360 0.00000 0.00000
-0.00660 0.00000 -0.01780 0.00000 -0.00650 0.00000 -0.00050 -0.00360 0.00000 0.02980 -0.03190 -0.00550 0.00670 0.00000 -0.00550 -0.00170 0.00120 -0.00590 -0.08410 -0.10440 0.00000 0.00120 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 -0.01580 -0.07740 -0.00410 -0.01890 0.00000 -0.00610 -0.00550 0.00000 0.00000 0.00000 0.00840 -0.05470 -0.00400 -0.00530 0.00590 -0.00510 -0.07720 -0.12030 -0.01410 0.00000 -0.02650 -0.01580 0.00000 -0.00590 -0.02310
-0.00000 -0.00730 -0.00360 0.00000 0.00000 0.00000 0.00110 0.00150 -0.00210 0.00000 -0.01240 0.00000 0.00000 0.00000 -0.00370 0.00000 0.00000 -0.00510 -0.06700 0.00000 -0.02990 0.00000 0.00000 0.00890 0.00000 0.01080 -0.01730
0.00000 0.00000 0.00000 -0.07570 -0.00330 0.00000 0.00000 -0.00700 -0.00390 0.02620 0.00000 -0.00430 0.01110 0.00000 -0.00320 0.00000 -0.00150 0.00000 -0.07450 0.00000 -0.02510 -0.03790 -0.04350 -0.01790 0.00000 -0.01250 -0.01730
0.00000 0.00000 0.00000 -0.07380 -0.00850 0.00000 0.00000 0.00000 -0.01080 0.03880 -0.04020 0.00000 0.00000 -0.05620 0.00000 -0.00690 -0.00020 -0.00530 -0.08110 0.00000 0.00000 -0.01320 0.00000 0.00000 -0.00480 0.00000 -0.01710
0.00450 -0.00920 0.00000 -0.06240 0.00090 -0.00720 0.00000 0.00000 0.00250 0.04200 0.00000 -0.00240 0.00930 0.00000 0.00000 0.00580 0.00000 0.00000 0.00000 -0.09380 0.00000 -0.03720 -0.04110 0.00890 0.01070 0.01400 -0.00180
0.00000 0.00000 0.00000 -0.05490 0.00000 0.00000 0.00000 0.00000 0.00000 0.04690 -0.03260 0.00000 0.00000 -0.03050 0.00000 0.00000 0.00000 0.00000 -0.03030 -0.09590 -0.03880 -0.04570 -0.05430 0.00000 0.00000 0.02230 0.00730
-0.01110 -0.03040 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.01240 0.02230 0.00000 0.00000 0.00000 0.00000 0.00000 -0.00970 0.00020 -0.00350 -0.07670 -0.11050 0.01350 -0.01350 -0.01940 0.00000 0.00000 0.00000 0.00000
-0.01840 -0.02060 0.00000 0.00000 0.00000 -0.02360 -0.00280 0.00000 0.00000 0.00000 -0.05440 -0.00290 0.00000 0.00000 0.00000 0.00000 0.00570 0.00630 0.00000 0.00000 0.00000 0.00000 0.00000 -0.02520 0.00000 -0.03160 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 -0.01330 0.00050 0.00000 0.00000 0.00000 -0.03370 0.00000 0.00000 -0.03190 -0.00430 -0.00130 0.00000 0.00000 0.00000 0.00000 0.00000 -0.03870 -0.04040 -0.01140 -0.00160 0.00000 0.00000
-0.01350 -0.03080 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -0.01070 0.02460 -0.07110 -0.00120 0.00000 0.00000 -0.00870 -0.00990 0.00190 -0.00100 0.00000 -0.08320 0.00000 0.00000 0.00590 0.00000 0.00000 0.00000 0.00000
-0.00880 0.00000 -0.00880 -0.07780 -0.00590 0.00000 -0.00090 -0.01020 -0.00550 0.03110 -0.04650 0.00000 0.00690 0.00000 -0.00600 -0.00780 0.00330 -0.00390 0.00000 0.00000 0.00000 -0.02380 -0.01770 -0.01980 -0.01280 0.00000 0.00000
0.00000 0.00000 0.00000 -0.07200 -0.00220 0.00000 0.00000 0.00000 0.00000 0.03610 0.00000 -0.00080 0.00000 -0.05060 -0.00540 0.00000 0.00000 -0.00480 -0.05440 -0.08800 0.00000 0.00000 -0.02400 0.00000 0.00000 0.03300 -0.00460
0.00000 -0.00440 -0.02580 -0.06760 0.00000 -0.01010 0.00070 0.00000 -0.00330 0.03450 0.00000 -0.00550 0.00000 0.00000 -0.00190 0.00070 -0.00040 0.00000 0.00000 -0.12500 -0.02440 -0.02750 0.00000 -0.03490 0.00000 -0.03770 0.00000
0.00340 0.00000 0.00000 0.00000 0.00160 0.00000 0.00000 0.00090 0.00070 0.00000 0.00000 0.00000 0.00000 0.00000 -0.00130 0.00000 0.00000 0.00000 -0.06320 0.00000 -0.03980 -0.04900 -0.05800 0.00130 0.00000 0.00000 -0.01580
0.00000 -0.03430 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.03040 -0.07920 -0.00100 0.00000 0.00000 0.00000 0.00000 0.00330 0.00030 -0.05810 0.00000 0.00000 -0.03330 -0.03570 -0.02140 0.00000 0.00000 -0.01740
-0.00160 -0.00450 0.00000 -0.06640 -0.00220 -0.00500 0.00110 -0.00240 0.00000 0.00000 -0.00870 -0.00420 0.00740 -0.02860 0.00000 0.00290 0.00000 -0.00100 0.00000 -0.09440 -0.01350 -0.01210 0.00000 -0.01710 -0.01250 0.00000 0.00000
