0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0274 -0.0078 0.0000 0.0000 0.0000 0.0000 0.0000
-0.0399 0.0000 -0.0500 0.0000 0.0000 0.0000 0.0000
0.0963 0.0000 0.0000 -0.0377 0.0000 0.0000 0.0000
-0.2994 0.0000 0.0000 0.0000 -0.1199 0.0000 0.0000
0.0813 0.0000 0.0000 0.0000 0.0000 -0.0055 0.0000
0.0442 0.0000 0.0000 0.0000 0.0000 0.0000 0.1680
0.0000 -0.0231 -0.1351 0.0000 0.0000 0.0000 0.0000
0.0000 0.0484 0.0000 0.0464 0.0000 0.0000 0.0000
0.0000 -0.0793 0.0000 0.0000 -0.1242 0.0000 0.0000
0.0000 -0.0197 0.0000 0.0000 0.0000 -0.0043 0.0000
0.0000 -0.0028 0.0000 0.0000 0.0000 0.0000 0.1587
0.0000 0.0000 -0.2884 -0.0550 0.0000 0.0000 0.0000
0.0000 0.0000 0.1275 0.0000 -0.1795 0.0000 0.0000
0.0000 0.0000 0.0425 0.0000 0.0000 0.0099 0.0000
0.0000 0.0000 -0.2338 0.0000 0.0000 0.0000 0.1323
0.0000 0.0000 0.0000 -0.1150 -0.0759 0.0000 0.0000
0.0000 0.0000 0.0000 -0.0355 0.0000 0.0008 0.0000
0.0000 0.0000 0.0000 -0.0795 0.0000 0.0000 0.0304
0.0000 0.0000 0.0000 0.0000 -0.0261 -0.0162 0.0000
0.0000 0.0000 0.0000 0.0000 -0.2637 0.0000 0.0917
0.0000 0.0000 0.0000 0.0000 0.0000 -0.0354 0.1094
-0.0336 -0.0154 -0.0925 0.0000 0.0000 0.0000 0.0000
0.0344 0.0203 0.0000 0.0043 0.0000 0.0000 0.0000
-0.1634 -0.0435 0.0000 0.0000 -0.1221 0.0000 0.0000
0.0269 -0.0137 0.0000 0.0000 0.0000 -0.0049 0.0000
0.0084 -0.0053 0.0000 0.0000 0.0000 0.0000 0.1633
0.0282 0.0000 -0.1692 -0.0464 0.0000 0.0000 0.0000
-0.1696 0.0000 0.0387 0.0000 -0.1497 0.0000 0.0000
0.0207 0.0000 -0.0037 0.0000 0.0000 0.0022 0.0000
0.0022 0.0000 -0.1419 0.0000 0.0000 0.0000 0.1502
-0.1016 0.0000 0.0000 -0.0764 -0.0979 0.0000 0.0000
0.0888 0.0000 0.0000 -0.0366 0.0000 -0.0023 0.0000
0.0703 0.0000 0.0000 -0.0586 0.0000 0.0000 0.0992
-0.1091 0.0000 0.0000 0.0000 -0.0730 -0.0108 0.0000
-0.1276 0.0000 0.0000 0.0000 -0.1918 0.0000 0.1299
0.0628 0.0000 0.0000 0.0000 0.0000 -0.0204 0.1387
0.0000 0.0126 -0.2117 -0.0043 0.0000 0.0000 0.0000
0.0000 -0.0512 -0.0038 0.0000 -0.1518 0.0000 0.0000
0.0000 -0.0214 -0.0463 0.0000 0.0000 0.0028 0.0000
0.0000 -0.0129 -0.1845 0.0000 0.0000 0.0000 0.1455
0.0000 -0.0154 0.0000 -0.0343 -0.1001 0.0000 0.0000
0.0000 0.0143 0.0000 0.0054 0.0000 -0.0018 0.0000
0.0000 0.0228 0.0000 -0.0166 0.0000 0.0000 0.0946
0.0000 -0.0495 0.0000 0.0000 -0.0752 -0.0102 0.0000
0.0000 -0.0410 0.0000 0.0000 -0.1940 0.0000 0.1252
0.0000 -0.0112 0.0000 0.0000 0.0000 -0.0198 0.1341
0.0000 0.0000 -0.0804 -0.0850 -0.1277 0.0000 0.0000
0.0000 0.0000 -0.1229 -0.0452 0.0000 0.0054 0.0000
0.0000 0.0000 -0.2611 -0.0673 0.0000 0.0000 0.0814
0.0000 0.0000 0.0850 0.0000 -0.1028 -0.0031 0.0000
0.0000 0.0000 -0.0532 0.0000 -0.2216 0.0000 0.1120
0.0000 0.0000 -0.0956 0.0000 0.0000 -0.0128 0.1208
0.0000 0.0000 0.0000 -0.0752 -0.0510 -0.0077 0.0000
0.0000 0.0000 0.0000 -0.0973 -0.1698 0.0000 0.0611
0.0000 0.0000 0.0000 -0.0575 0.0000 -0.0173 0.0699
0.0000 0.0000 0.0000 0.0000 -0.1449 -0.0258 0.1006
0.0097 0.0058 -0.1578 -0.0154 0.0000 0.0000 0.0000
-0.1222 -0.0367 -0.0192 0.0000 -0.1412 0.0000 0.0000
0.0047 -0.0169 -0.0475 0.0000 0.0000 0.0000 0.0000
-0.0077 -0.0112 -0.1396 0.0000 0.0000 0.0000 0.1530
-0.0768 -0.0129 0.0000 -0.0354 -0.1067 0.0000 0.0000
0.0501 0.0070 0.0000 -0.0089 0.0000 -0.0030 0.0000
0.0377 0.0126 0.0000 -0.0236 0.0000 0.0000 0.1190
-0.0818 -0.0356 0.0000 0.0000 -0.0901 -0.0087 0.0000
-0.0942 -0.0300 0.0000 0.0000 -0.1693 0.0000 0.1395
0.0327 -0.0101 0.0000 0.0000 0.0000 -0.0151 0.1454
-0.0810 0.0000 -0.0703 -0.0692 -0.1251 0.0000 0.0000
0.0459 0.0000 -0.0986 -0.0427 0.0000 0.0017 0.0000
0.0335 0.0000 -0.1907 -0.0574 0.0000 0.0000 0.1102
-0.0860 0.0000 0.0400 0.0000 -0.1085 -0.0039 0.0000
-0.0984 0.0000 -0.0521 0.0000 -0.1877 0.0000 0.1307
0.0285 0.0000 -0.0804 0.0000 0.0000 -0.0103 0.1366
-0.0406 0.0000 0.0000 -0.0627 -0.0740 -0.0070 0.0000
-0.0530 0.0000 0.0000 -0.0774 -0.1532 0.0000 0.0967
0.0739 0.0000 0.0000 -0.0509 0.0000 -0.0134 0.1026
-0.0580 0.0000 0.0000 0.0000 -0.1366 -0.0190 0.1230
0.0000 -0.0180 -0.0987 -0.0412 -0.1265 0.0000 0.0000
0.0000 0.0019 -0.1270 -0.0147 0.0000 0.0021 0.0000
0.0000 0.0075 -0.2191 -0.0294 0.0000 0.0000 0.1071
0.0000 -0.0407 0.0116 0.0000 -0.1099 -0.0035 0.0000
0.0000 -0.0351 -0.0805 0.0000 -0.1891 0.0000 0.1276
0.0000 -0.0152 -0.1088 0.0000 0.0000 -0.0099 0.1335
0.0000 -0.0169 0.0000 -0.0347 -0.0754 -0.0066 0.0000
0.0000 -0.0112 0.0000 -0.0494 -0.1546 0.0000 0.0936
0.0000 0.0086 0.0000 -0.0229 0.0000 -0.0130 0.0995
0.0000 -0.0339 0.0000 0.0000 -0.1380 -0.0186 0.1199
0.0000 0.0000 -0.0395 -0.0685 -0.0938 -0.0018 0.0000
0.0000 0.0000 -0.1316 -0.0832 -0.1730 0.0000 0.0848
0.0000 0.0000 -0.1599 -0.0567 0.0000 -0.0082 0.0907
0.0000 0.0000 -0.0213 0.0000 -0.1564 -0.0139 0.1111
0.0000 0.0000 0.0000 -0.0767 -0.1219 -0.0169 0.0772
-0.0676 -0.0154 -0.0865 -0.0403 -0.1249 0.0000 0.0000
0.0276 -0.0005 -0.1077 -0.0204 0.0000 0.0002 0.0000
0.0183 0.0037 -0.1768 -0.0314 0.0000 0.0000 0.1223
-0.0714 -0.0325 -0.0038 0.0000 -0.1124 -0.0040 0.0000
-0.0806 -0.0282 -0.0728 0.0000 -0.1718 0.0000 0.1377
0.0146 -0.0133 -0.0941 0.0000 0.0000 -0.0088 0.1421
-0.0373 -0.0146 0.0000 -0.0355 -0.0865 -0.0063 0.0000
-0.0466 -0.0104 0.0000 -0.0465 -0.1459 0.0000 0.1122
0.0486 0.0045 0.0000 -0.0266 0.0000 -0.0111 0.1166
-0.0503 -0.0274 0.0000 0.0000 -0.1335 -0.0153 0.1320
-0.0404 0.0000 -0.0421 -0.0608 -0.1003 -0.0027 0.0000
-0.0497 0.0000 -0.1112 -0.0718 -0.1598 0.0000 0.1056
0.0455 0.0000 -0.1324 -0.0519 0.0000 -0.0075 0.1100
-0.0534 0.0000 -0.0285 0.0000 -0.1473 -0.0118 0.1254
-0.0194 0.0000 0.0000 -0.0669 -0.1214 -0.0141 0.0999
0.0000 -0.0184 -0.0634 -0.0398 -0.1014 -0.0024 0.0000
0.0000 -0.0142 -0.1325 -0.0508 -0.1608 0.0000 0.1033
0.0000 0.0007 -0.1537 -0.0309 0.0000 -0.0072 0.1077
0.0000 -0.0312 -0.0497 0.0000 -0.1484 -0.0115 0.1230
0.0000 -0.0133 0.0000 -0.0459 -0.1225 -0.0138 0.0976
0.0000 0.0000 -0.0880 -0.0713 -0.1363 -0.0102 0.0910
-0.0378 -0.0163 -0.0607 -0.0394 -0.1051 -0.0031 0.0000
-0.0452 -0.0129 -0.1160 -0.0482 -0.1526 0.0000 0.1162
0.0309 -0.0010 -0.1330 -0.0323 0.0000 -0.0069 0.1198
-0.0482 -0.0265 -0.0498 0.0000 -0.1427 -0.0103 0.1320
-0.0210 -0.0122 0.0000 -0.0443 -0.1220 -0.0121 0.1116
-0.0235 0.0000 -0.0804 -0.0645 -0.1330 -0.0093 0.1064
0.0000 -0.0153 -0.0975 -0.0477 -0.1339 -0.0090 0.1045
-0.0241 -0.0140 -0.0896 -0.0461 -0.1315 -0.0084 0.1151
